מחוז , מעמד מוניצפלי ,מועצה/ עירייה, יישוב,סמל יישוב,ביטולים,טכנולוגיה,סיווג  של הטכנולוגיה,תשובת מחלק,שם הסדרה,תאריך תשובת מחלק,הספק MW
המרכז,מועצה אזורית,נחל שורק,יד בנימין,577,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,13/11/2024 00:00,22.954
המרכז,מועצה אזורית,דרום השרון,נווה ימין,686,הזמנות  מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,07/08/2024 00:00,0.3059
המרכז,מועצה אזורית,דרום השרון,נווה ימין,686,הזמנות  מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,15/10/2024 00:00,4.37184
המרכז,מועצה אזורית,דרום השרון,חגור,717,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,07/08/2024 00:00,6.9
המרכז,מועצה אזורית,גזר,מצליח,757,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,20/06/2024 00:00,6.325
המרכז,מועצה אזורית,גזר,מצליח,757,הזמנות  מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,07/07/2024 00:00,11.477
המרכז,מועצה אזורית,דרום השרון,נווה ירק,858,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,11/12/2024 00:00,3.036
המרכז,מועצה אזורית,עמק חפר,בת חפר,1319,הזמנות  מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,08/08/2024 00:00,7.2542
המרכז,מועצה אזורית,עמק חפר,בת חפר,1319,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,08/08/2024 00:00,22.954
המרכז,מועצה אזורית,עמק חפר,בת חפר,1319,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,08/08/2024 00:00,14.95
המרכז,מועצה אזורית,עמק חפר,בת חפר,1319,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,19/08/2024 00:00,11.431
המרכז,מועצה אזורית,חבל מודיעין,בן שמן (מושב),2013,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,07/07/2024 00:00,13.8
המרכז,עירייה,פתח תקווה,פתח תקווה,7900,הזמנות  מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,07/07/2024 00:00,11.5
הצפון,מועצה אזורית,הגלבוע,עין חרוד (מאוחד),82,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,30/10/2024 00:00,14.72
הצפון,מועצה אזורית,הגלבוע,חפצי-בה,90,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,07/08/2024 00:00,23
הצפון,מועצה אזורית,עמק יזרעאל,כפר ברוך,132,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,02/09/2024 00:00,22.31
הצפון,מועצה אזורית,עמק הירדן,אפיקים,176,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,11/12/2024 00:00,5.0968
הצפון,מועצה אזורית,עמק הירדן,אשדות יעקב (מאוחד),188,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,31/07/2024 00:00,18.4
הצפון,מועצה אזורית,הגלבוע,בית השיטה,242,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,22/09/2024 00:00,10.511
הצפון,מועצה אזורית,עמק המעיינות,שדה נחום,259,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,12/08/2024 00:00,31.464
הצפון,מועצה אזורית,עמק המעיינות,טירת צבי,268,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,05/08/2024 00:00,31.464
הצפון,מועצה אזורית,הגלבוע,מולדת,269,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,22/07/2024 00:00,20.24
הצפון,מועצה אזורית,עמק המעיינות,מעוז חיים,272,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,12/08/2024 00:00,22.31
הצפון,מועצה אזורית,הגליל התחתון,שרונה,292,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,03/07/2024 00:00,33.12
הצפון,מועצה אזורית,עמק המעיינות,נווה איתן,296,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,13/11/2024 00:00,18.4
הצפון,מועצה אזורית,מטה אשר,כפר מסריק,297,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,22/07/2024 00:00,31.464
הצפון,מועצה אזורית,הגליל העליון,דפנה,302,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,29/09/2024 00:00,18.86
הצפון,מועצה אזורית,עמק המעיינות,שדה אליהו,304,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,12/08/2024 00:00,31.464
הצפון,מועצה אזורית,הגליל התחתון,הזורעים,307,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,22/07/2024 00:00,13.57
הצפון,מועצה אזורית,הגליל העליון,כפר סאלד,345,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,23/07/2024 00:00,11.5
הצפון,מועצה אזורית,הגליל העליון,משגב עם,378,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,03/07/2024 00:00,23
הצפון,מועצה אזורית,הגליל העליון,משגב עם,378,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,16/09/2024 00:00,20.0468
הצפון,מועצה אזורית,הגליל העליון,משגב עם,378,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,22/09/2024 00:00,4.807
הצפון,מועצה אזורית,עמק המעיינות,"עין הנצי""ב",383,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,22/09/2024 00:00,8.556
הצפון,מועצה אזורית,עמק המעיינות,רשפים,437,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,13/07/2024 00:00,13.8
הצפון,מועצה אזורית,עמק המעיינות,שלוחות,439,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,12/08/2024 00:00,17.71
הצפון,מועצה אזורית,מגידו,רמות מנשה,445,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,12/08/2024 00:00,11.27
הצפון,מועצה אזורית,הגליל העליון,יפתח,453,הזמנות  מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,31/07/2024 00:00,5.267
הצפון,מועצה אזורית,מטה אשר,סער,454,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,28/09/2025 00:00,31.556
הצפון,מועצה אזורית,עמק יזרעאל,גזית,457,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,22/08/2024 00:00,14.95
הצפון,מועצה אזורית,מגידו,מגידו,586,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,31/10/2024 00:00,4.784
הצפון,מועצה אזורית,מבואות החרמון,משמר הירדן,732,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,01/10/2024 00:00,18.4
הצפון,מועצה אזורית,מרום הגליל,לבנים,1230,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,22/09/2024 00:00,15.41
הצפון,מועצה אזורית,מרום הגליל,לבנים,1230,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,15/12/2024 00:00,13.8
הצפון,מועצה אזורית,מגידו,מדרך עוז,2029,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,22/09/2024 00:00,5.3705
הצפון,מועצה אזורית,גולן,חספין,4005,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,02/06/2024 00:00,1.679
הצפון,מועצה אזורית,גולן,יונתן,4007,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,02/09/2024 00:00,7.36
הצפון,מועצה אזורית,גולן,מרום גולן,4101,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,04/08/2024 00:00,33.12
חיפה,מועצה אזורית,זבולון,כפר חסידים א',112,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,25/09/2024 00:00,6.9
חיפה,מועצה אזורית,מנשה,כפר פינס,189,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית חלקית,אסדרת שוק מג [195] - משולב אגירה,22/09/2024 00:00,22.54
הדרום,מועצה אזורית,לכיש,"ניר ח""ן",11,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית מוגבלת,אסדרת שוק מג [195] - משולב אגירה,03/03/2025 00:00,22.954
הדרום,מועצה אזורית,שפיר,נועם,15,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית מוגבלת,אסדרת שוק מג [195] - משולב אגירה,09/01/2025 00:00,12.857
הדרום,מועצה אזורית,לכיש,לכיש,24,הזמנות  מבוטלות,פוטוולטאי,משולב אגירה,חיובית מוגבלת,אסדרת שוק מג [195] - משולב אגירה,11/03/2025 00:00,7.659
הדרום,מועצה אזורית,לכיש,לכיש,24,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית מוגבלת,אסדרת שוק מג [195] - משולב אגירה,16/07/2025 00:00,2.1091
הדרום,מועצה אזורית,לכיש,זוהר,44,הזמנות  מבוטלות,פוטוולטאי,משולב אגירה,חיובית מוגבלת,אסדרת שוק מג [195] - משולב אגירה,11/06/2025 00:00,8.717
הדרום,מועצה אזורית,לכיש,נוגה,55,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית מוגבלת,אסדרת שוק מג [195] - משולב אגירה,14/09/2025 00:00,31.464
הדרום,מועצה אזורית,באר טוביה,תימורים,163,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית מוגבלת,אסדרת שוק מג [195] - משולב אגירה,22/06/2025 00:00,31.464
הדרום,מועצה אזורית,יואב,שדה יואב,293,הזמנות לא מבוטלות,פוטוולטאי,משולב אגירה,חיובית מוגבלת,אסדרת שוק מג [195] - משולב אגירה,11/06/2025 00:00,1.656
