שנה/ חודש,סוג אסדרה,תחרות באספקה/ אסדרה קיימת,ביתי/ לא ביתי,סיבות לססטוס  ,פירוט סיבת סטטוס ,סטטוס,מספר בקשות
2025/02,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות במילוי בקשת הניוד,המונה שהוגש לא קיים תחת החוזה,נדחה,41
2025/02,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות במילוי בקשת הניוד,לא התקבלה קריאת מונה תקינה במועד הנדרש לפי אמות המידה,נדחה,6596
2025/02,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות במילוי בקשת הניוד,לא כל מוני החוזה הוגשו,נדחה,52
2025/02,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות במילוי בקשת הניוד,לא ניתן לנייד מונה בסיסי בתעריף שאינו ביתי,נדחה,81
2025/02,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,"לא ניתן לנייד מונה בסיסי מסוג מת""ם/תעו""ז/בעל ייצור",נדחה,90
2025/02,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,59
2025/02,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,"לפחות אחד המונים בתהליך הקמה במערכות חח""י",נדחה,1
2025/02,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות במילוי בקשת הניוד,מספר זיהוי הלקוח אינו משויך אל חשבון החוזה,נדחה,146
2025/02,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,נחתם ייפוי כוח מאוחר יותר למספק אחר,נדחה,432
2025/02,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,"נסגר ידנית ע""י נגה",נדחה,2
2025/02,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,אי תאימות במונים שהוגשו,נדחה,10
2025/02,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,"בוטל ידנית ע""י המספק",נדחה,38
2025/02,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,החוזה לא פעיל - יש לקבל מהצרכן חוזה חדש,נדחה,127
2025/02,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,החלפת לקוחות או סיום חוזה,נדחה,1
2025/02,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,המונה שהוגש לא קיים תחת החוזה,נדחה,594
2025/02,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,חשבון חוזה לא קיים - מספר לא תקין,נדחה,35
2025/02,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,לא כל מוני החוזה הוגשו,נדחה,4
2025/02,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,לא כל שדות החובה הוגשו,נדחה,2
2025/02,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,לא ניתן לנייד מונה בסיסי בתעריף שאינו ביתי,נדחה,512
2025/02,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,1
2025/02,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,לפחות באחד המונים נמצאה אי תאימות בסוג אסדרת המונה,נדחה,3
2025/02,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,מספר זיהוי הלקוח אינו משויך אל חשבון החוזה,נדחה,62
2025/02,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,נחתם ייפוי כוח מאוחר יותר למספק אחר,נדחה,16
2025/02,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,פרטי הזדהות איש קשר לא תקינים,נדחה,85
2025/03,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,10683
2025/03,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,191
2025/03,מספקים וירטואליים,תחרות באספקה,ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,11791
2025/03,מספקים וירטואליים,תחרות באספקה,לא ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,1101
2025/03,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,אי תאימות במונים שהוגשו,נדחה,2
2025/03,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,"בוטל ידנית ע""י המספק",נדחה,201
2025/03,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,החוזה לא פעיל - יש לקבל מהצרכן חוזה חדש,נדחה,6
2025/03,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,החלפת לקוחות או סיום חוזה,נדחה,24
2025/03,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות במילוי בקשת הניוד,המונה שהוגש לא קיים תחת החוזה,נדחה,206
2025/03,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות במילוי בקשת הניוד,חוזה זה כבר קיים למספק זה,נדחה,6
2025/03,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,"חסר מידע ממערכות חח""י",נדחה,14
2025/03,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות במילוי בקשת הניוד,לא התקבלה קריאת מונה תקינה במועד הנדרש לפי אמות המידה,נדחה,3144
2025/03,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות במילוי בקשת הניוד,לא כל מוני החוזה הוגשו,נדחה,97
2025/03,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות במילוי בקשת הניוד,לא ניתן לנייד מונה בסיסי בתעריף שאינו ביתי,נדחה,33
2025/03,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,"לא ניתן לנייד מונה בסיסי מסוג מת""ם/תעו""ז/בעל ייצור",נדחה,2
2025/03,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,93
2025/03,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות במילוי בקשת הניוד,מספר זיהוי הלקוח אינו משויך אל חשבון החוזה,נדחה,340
2025/03,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,נחתם ייפוי כוח מאוחר יותר למספק אחר,נדחה,1172
2025/03,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,אי תאימות במונים שהוגשו,נדחה,26
2025/03,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,"בוטל ידנית ע""י המספק",נדחה,16
2025/03,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,החוזה לא פעיל - יש לקבל מהצרכן חוזה חדש,נדחה,113
2025/03,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,המונה שהוגש לא קיים תחת החוזה,נדחה,358
2025/03,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,חוזה זה כבר קיים למספק זה,נדחה,35
2025/03,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,"חסר מידע ממערכות חח""י",נדחה,3
2025/03,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,חשבון חוזה לא קיים - מספר לא תקין,נדחה,28
2025/03,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,ייפוי כוח חסר/לא תקין,ייפוי הכוח לא נחתם,נדחה,4
2025/03,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,לא כל מוני החוזה הוגשו,נדחה,6
2025/03,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,לא כל שדות החובה הוגשו,נדחה,6
2025/03,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,לא ניתן לנייד מונה בסיסי בתעריף שאינו ביתי,נדחה,188
2025/03,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,מספר זיהוי הלקוח אינו משויך אל חשבון החוזה,נדחה,106
2025/03,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,נחתם ייפוי כוח מאוחר יותר למספק אחר,נדחה,3
2025/03,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,פרטי הזדהות איש קשר לא תקינים,נדחה,58
2025/03,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,אי תאימות במונים שהוגשו,נדחה,5
2025/03,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,"בוטל ידנית ע""י המספק",נדחה,136
2025/03,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,החוזה לא פעיל - יש לקבל מהצרכן חוזה חדש,נדחה,9
2025/03,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,החלפת לקוחות או סיום חוזה,נדחה,30
2025/03,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות במילוי בקשת הניוד,המונה שהוגש לא קיים תחת החוזה,נדחה,16
2025/03,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות במילוי בקשת הניוד,חוזה זה כבר קיים למספק זה,נדחה,19
2025/03,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,"חסר מידע ממערכות חח""י",נדחה,31
2025/03,מספקים וירטואליים,תחרות באספקה,ביתי,ייפוי כוח חסר/לא תקין,ייפוי הכוח לא נחתם,נדחה,369
2025/03,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות במילוי בקשת הניוד,לא התקבלה קריאת מונה תקינה במועד הנדרש לפי אמות המידה,נדחה,3678
2025/03,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות במילוי בקשת הניוד,לא כל מוני החוזה הוגשו,נדחה,41
2025/03,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות במילוי בקשת הניוד,לא ניתן לנייד מונה בסיסי בתעריף שאינו ביתי,נדחה,67
2025/03,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,"לא ניתן לנייד מונה בסיסי מסוג מת""ם/תעו""ז/בעל ייצור",נדחה,5
2025/03,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,לאחר ייפוי כח תקין,נדחה,1
2025/03,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,78
2025/03,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות במילוי בקשת הניוד,מספר זיהוי הלקוח אינו משויך אל חשבון החוזה,נדחה,168
2025/03,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,נחתם ייפוי כוח מאוחר יותר למספק אחר,נדחה,1710
2025/03,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,אי תאימות במונים שהוגשו,נדחה,36
2025/03,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,איש הקשר של המספק אינו מורשה חתימה,נדחה,1
2025/03,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,"בוטל ידנית ע""י המספק",נדחה,6
2025/03,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,החוזה לא פעיל - יש לקבל מהצרכן חוזה חדש,נדחה,147
2025/03,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,החלפת לקוחות או סיום חוזה,נדחה,1
2025/03,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,המונה שהוגש לא קיים תחת החוזה,נדחה,233
2025/03,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,חוזה זה כבר קיים למספק זה,נדחה,226
2025/03,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,"חסר מידע ממערכות חח""י",נדחה,13
2025/03,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,חשבון חוזה לא קיים - מספר לא תקין,נדחה,34
2025/03,מספקים וירטואליים,תחרות באספקה,לא ביתי,ייפוי כוח חסר/לא תקין,ייפוי הכוח לא נחתם,נדחה,1
2025/03,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,לא כל מוני החוזה הוגשו,נדחה,4
2025/03,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,לא כל שדות החובה הוגשו,נדחה,27
2025/03,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,לא ניתן לנייד מונה בסיסי בתעריף שאינו ביתי,נדחה,376
2025/03,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,1
2025/03,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,מספר זיהוי הלקוח אינו משויך אל חשבון החוזה,נדחה,54
2025/03,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,נחתם ייפוי כוח מאוחר יותר למספק אחר,נדחה,446
2025/03,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,פרטי הזדהות איש קשר לא תקינים,נדחה,83
2025/04,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,7783
2025/04,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,485
2025/04,מספקים וירטואליים,תחרות באספקה,ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,13920
2025/04,מספקים וירטואליים,תחרות באספקה,לא ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,1817
2025/04,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,אי תאימות במונים שהוגשו,נדחה,12
2025/04,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,"בוטל ידנית ע""י המספק",נדחה,224
2025/04,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,החוזה לא פעיל - יש לקבל מהצרכן חוזה חדש,נדחה,2
2025/04,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,החלפת לקוחות או סיום חוזה,נדחה,42
2025/04,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות במילוי בקשת הניוד,המונה שהוגש לא קיים תחת החוזה,נדחה,1
2025/04,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות במילוי בקשת הניוד,חוזה זה כבר קיים למספק זה,נדחה,16
2025/04,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,"חסר מידע ממערכות חח""י",נדחה,8
2025/04,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,ייפוי כוח חסר/לא תקין,ייפוי הכוח לא נחתם,נדחה,2
2025/04,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות במילוי בקשת הניוד,לא התקבלה קריאת מונה תקינה במועד הנדרש לפי אמות המידה,נדחה,4695
2025/04,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות במילוי בקשת הניוד,לא כל מוני החוזה הוגשו,נדחה,95
2025/04,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות במילוי בקשת הניוד,לא ניתן לנייד מונה בסיסי בתעריף שאינו ביתי,נדחה,2
2025/04,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,"לא ניתן לנייד מונה בסיסי מסוג מת""ם/תעו""ז/בעל ייצור",נדחה,29
2025/04,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,126
2025/04,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,נחתם ייפוי כוח מאוחר יותר למספק אחר,נדחה,803
2025/04,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,אחר,נדחה,6
2025/04,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,אי תאימות במונים שהוגשו,נדחה,43
2025/04,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,איש הקשר של המספק אינו מורשה חתימה,נדחה,3
2025/04,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,"בוטל ידנית ע""י המספק",נדחה,59
2025/04,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,בחוזה קיים מונה ייצור במתח עליון - לא ניתן לנייד למספק,נדחה,2
2025/04,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,החוזה לא פעיל - יש לקבל מהצרכן חוזה חדש,נדחה,140
2025/04,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,החלפת לקוחות או סיום חוזה,נדחה,2
2025/04,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,המונה שהוגש לא קיים תחת החוזה,נדחה,588
2025/04,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,חוזה זה כבר קיים למספק זה,נדחה,86
2025/04,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,"חסר מידע ממערכות חח""י",נדחה,1
2025/04,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,חשבון חוזה לא קיים - מספר לא תקין,נדחה,39
2025/04,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,לא כל מוני החוזה הוגשו,נדחה,10
2025/04,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,לא כל שדות החובה הוגשו,נדחה,3
2025/04,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,לא ניתן לנייד מונה בסיסי בתעריף שאינו ביתי,נדחה,209
2025/04,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,4
2025/04,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,"לפחות אחד המונים בתהליך הקמה במערכות חח""י",נדחה,2
2025/04,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,מספר זיהוי הלקוח אינו משויך אל חשבון החוזה,נדחה,427
2025/04,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,נדחה בשל אי מענה ממשקים,נדחה,1
2025/04,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,נחתם ייפוי כוח מאוחר יותר למספק אחר,נדחה,9
2025/04,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,פרטי הזדהות איש קשר לא תקינים,נדחה,70
2025/04,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,אי תאימות במונים שהוגשו,נדחה,29
2025/04,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,"בוטל ידנית ע""י המספק",נדחה,213
2025/04,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,החוזה לא פעיל - יש לקבל מהצרכן חוזה חדש,נדחה,1
2025/04,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,החלפת לקוחות או סיום חוזה,נדחה,43
2025/04,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות במילוי בקשת הניוד,המונה שהוגש לא קיים תחת החוזה,נדחה,2
2025/04,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות במילוי בקשת הניוד,הצרכן חתם על ייפוי כוח לניוד לשני מספקים באותו מועד - יש לפנות לצרכן לבירור ועדכון מועד החתימה,נדחה,1682
2025/04,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות במילוי בקשת הניוד,חוזה זה כבר קיים למספק זה,נדחה,102
2025/04,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,"חסר מידע ממערכות חח""י",נדחה,3
2025/04,מספקים וירטואליים,תחרות באספקה,ביתי,ייפוי כוח חסר/לא תקין,ייפוי הכוח לא נחתם,נדחה,70
2025/04,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות במילוי בקשת הניוד,לא התקבלה קריאת מונה תקינה במועד הנדרש לפי אמות המידה,נדחה,3637
2025/04,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות במילוי בקשת הניוד,לא כל מוני החוזה הוגשו,נדחה,47
2025/04,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות במילוי בקשת הניוד,לא ניתן לנייד מונה בסיסי בתעריף שאינו ביתי,נדחה,1
2025/04,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,"לא ניתן לנייד מונה בסיסי מסוג מת""ם/תעו""ז/בעל ייצור",נדחה,57
2025/04,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,138
2025/04,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,נחתם ייפוי כוח מאוחר יותר למספק אחר,נדחה,321
2025/04,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,"נסגר ידנית ע""י נגה",נדחה,3
2025/04,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,אחר,נדחה,5
2025/04,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,אי תאימות במונים שהוגשו,נדחה,44
2025/04,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,איש הקשר של המספק אינו מורשה חתימה,נדחה,11
2025/04,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,"בוטל ידנית ע""י המספק",נדחה,5
2025/04,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,החוזה לא פעיל - יש לקבל מהצרכן חוזה חדש,נדחה,81
2025/04,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,החלפת לקוחות או סיום חוזה,נדחה,2
2025/04,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,המונה שהוגש לא קיים תחת החוזה,נדחה,117
2025/04,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,הצרכן חתם על ייפוי כוח לניוד לשני מספקים באותו מועד - יש לפנות לצרכן לבירור ועדכון מועד החתימה,נדחה,261
2025/04,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,חוזה זה כבר קיים למספק זה,נדחה,125
2025/04,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,"חסר מידע ממערכות חח""י",נדחה,12
2025/04,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,חשבון חוזה לא קיים - מספר לא תקין,נדחה,20
2025/04,מספקים וירטואליים,תחרות באספקה,לא ביתי,ייפוי כוח חסר/לא תקין,ייפוי הכוח לא נחתם,נדחה,4
2025/04,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,לא כל מוני החוזה הוגשו,נדחה,8
2025/04,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,לא כל שדות החובה הוגשו,נדחה,1775
2025/04,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,לא ניתן לנייד מונה בסיסי בתעריף שאינו ביתי,נדחה,242
2025/04,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,17
2025/04,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,"לפחות אחד המונים בתהליך הקמה במערכות חח""י",נדחה,3
2025/04,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,לפחות באחד המונים נמצאה אי תאימות בסוג אסדרת המונה,נדחה,1
2025/04,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,מספר זיהוי הלקוח אינו משויך אל חשבון החוזה,נדחה,159
2025/04,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,נחתם ייפוי כוח מאוחר יותר למספק אחר,נדחה,11
2025/04,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,פרטי הזדהות איש קשר לא תקינים,נדחה,61
2025/05,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,19000
2025/05,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,389
2025/05,מספקים וירטואליים,תחרות באספקה,ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,11877
2025/05,מספקים וירטואליים,תחרות באספקה,לא ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,897
2025/05,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,אי תאימות במונים שהוגשו,נדחה,3
2025/05,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,"בוטל ידנית ע""י המספק",נדחה,153
2025/05,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,החוזה לא פעיל - יש לקבל מהצרכן חוזה חדש,נדחה,1
2025/05,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,החלפת לקוחות או סיום חוזה,נדחה,70
2025/05,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות במילוי בקשת הניוד,המונה שהוגש לא קיים תחת החוזה,נדחה,11
2025/05,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות במילוי בקשת הניוד,חוזה זה כבר קיים למספק זה,נדחה,15
2025/05,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,ייפוי כוח חסר/לא תקין,ייפוי הכוח לא נחתם,נדחה,26
2025/05,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות במילוי בקשת הניוד,לא התקבלה קריאת מונה תקינה במועד הנדרש לפי אמות המידה,נדחה,5319
2025/05,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות במילוי בקשת הניוד,לא כל מוני החוזה הוגשו,נדחה,115
2025/05,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות במילוי בקשת הניוד,לא ניתן לנייד מונה בסיסי בתעריף שאינו ביתי,נדחה,1
2025/05,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,"לא ניתן לנייד מונה בסיסי מסוג מת""ם/תעו""ז/בעל ייצור",נדחה,31
2025/05,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,204
2025/05,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,נחתם ייפוי כוח מאוחר יותר למספק אחר,נדחה,304
2025/05,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,אי תאימות במונים שהוגשו,נדחה,27
2025/05,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,"בוטל ידנית ע""י המספק",נדחה,1
2025/05,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,החוזה לא פעיל - יש לקבל מהצרכן חוזה חדש,נדחה,139
2025/05,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,החלפת לקוחות או סיום חוזה,נדחה,1
2025/05,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,המונה שהוגש לא קיים תחת החוזה,נדחה,743
2025/05,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,חוזה זה כבר קיים למספק זה,נדחה,48
