שנה/ חודש,סוג אסדרה,תחרות באספקה/ אסדרה קיימת,ביתי/ לא ביתי,סיבות לססטוס  ,פירוט סיבת סטטוס ,סטטוס,מספר בקשות
2023/09,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות במילוי בקשת הניוד,מספר זיהוי הלקוח אינו משויך אל חשבון החוזה,נדחה,12
2023/09,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,נחתם ייפוי כוח מאוחר יותר למספק אחר,נדחה,1
2023/09,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,אי תאימות במונים שהוגשו,נדחה,7
2023/09,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,החוזה לא פעיל - יש לקבל מהצרכן חוזה חדש,נדחה,4
2023/09,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,המונה שהוגש לא קיים תחת החוזה,נדחה,18
2023/09,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,חוזה זה כבר קיים למספק זה,נדחה,1
2023/09,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,חשבון חוזה לא קיים - מספר לא תקין,נדחה,5
2023/09,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,ייפוי כוח חסר/לא תקין,ייפוי הכוח לא נחתם,נדחה,8
2023/09,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,33
2023/09,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים בעל קריאה מרחוק לא תקינה,נדחה,1
2023/09,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים תחת החוזה אינו בעל יכולת רישום רציף,נדחה,11
2023/09,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות תקשורת במונה,לפחות לאחד המונים אין יכולות קריאה מרחוק - יש להפנות את הלקוח למוקד 103 לצורך התקנה,נדחה,1
2023/09,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,מספר זיהוי הלקוח אינו משויך אל חשבון החוזה,נדחה,4
2023/09,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,תאריך מבוקש לניוד לא תקין,נדחה,1
2023/09,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,"בוטל ידנית ע""י המספק",נדחה,28
2023/09,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,החלפת לקוחות או סיום חוזה,נדחה,4
2023/09,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות במילוי בקשת הניוד,המונה שהוגש לא קיים תחת החוזה,נדחה,2
2023/09,מספקים וירטואליים,תחרות באספקה,ביתי,ייפוי כוח חסר/לא תקין,ייפוי הכוח לא נחתם,נדחה,299
2023/09,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות במילוי בקשת הניוד,לא כל מוני החוזה הוגשו,נדחה,1
2023/09,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,146
2023/09,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות תקשורת במונה,לפחות אחד המונים תחת החוזה אינו בעל יכולת רישום רציף,נדחה,29
2023/09,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות תקשורת במונה,לפחות לאחד המונים אין יכולות קריאה מרחוק - יש להפנות את הלקוח למוקד 103 לצורך התקנה,נדחה,2
2023/09,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות במילוי בקשת הניוד,מספר זיהוי הלקוח אינו משויך אל חשבון החוזה,נדחה,8
2023/09,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,נחתם ייפוי כוח מאוחר יותר למספק אחר,נדחה,12
2023/09,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,אי תאימות במונים שהוגשו,נדחה,2
2023/09,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,"בוטל ידנית ע""י המספק",נדחה,1
2023/09,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,החוזה לא פעיל - יש לקבל מהצרכן חוזה חדש,נדחה,1
2023/09,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,החלפת לקוחות או סיום חוזה,נדחה,1
2023/09,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,המונה שהוגש לא קיים תחת החוזה,נדחה,34
2023/09,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,חוזה זה כבר קיים למספק זה,נדחה,26
2023/09,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,חשבון חוזה לא קיים - מספר לא תקין,נדחה,6
2023/09,מספקים וירטואליים,תחרות באספקה,לא ביתי,ייפוי כוח חסר/לא תקין,ייפוי הכוח לא נחתם,נדחה,30
2023/09,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,לא כל מוני החוזה הוגשו,נדחה,1
2023/09,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,9
2023/09,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים בעל קריאה מרחוק לא תקינה,נדחה,1
2023/09,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים תחת החוזה אינו בעל יכולת רישום רציף,נדחה,4
2023/09,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,מספר זיהוי הלקוח אינו משויך אל חשבון החוזה,נדחה,13
2023/09,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,נדחה בשל אי מענה ממשקים,נדחה,2
2023/10,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,717
2023/10,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,304
2023/10,מספקים וירטואליים,תחרות באספקה,ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,2369
2023/10,מספקים וירטואליים,תחרות באספקה,לא ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,124
2023/10,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,"בוטל ידנית ע""י המספק",נדחה,3
2023/10,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,החלפת לקוחות או סיום חוזה,נדחה,2
2023/10,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,ייפוי כוח חסר/לא תקין,ייפוי הכוח לא נחתם,נדחה,262
2023/10,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות במילוי בקשת הניוד,לא כל מוני החוזה הוגשו,נדחה,2
2023/10,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,109
2023/10,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות תקשורת במונה,לפחות אחד המונים תחת החוזה אינו בעל יכולת רישום רציף,נדחה,7
2023/10,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות תקשורת במונה,לפחות לאחד המונים אין יכולות קריאה מרחוק - יש להפנות את הלקוח למוקד 103 לצורך התקנה,נדחה,1
2023/10,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות במילוי בקשת הניוד,מספר זיהוי הלקוח אינו משויך אל חשבון החוזה,נדחה,28
2023/10,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,נחתם ייפוי כוח מאוחר יותר למספק אחר,נדחה,6
2023/10,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,אי תאימות במונים שהוגשו,נדחה,4
2023/10,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,"בוטל ידנית ע""י המספק",נדחה,6
2023/10,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,החוזה לא פעיל - יש לקבל מהצרכן חוזה חדש,נדחה,8
2023/10,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,המונה שהוגש לא קיים תחת החוזה,נדחה,23
2023/10,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,חוזה זה כבר קיים למספק זה,נדחה,1
2023/10,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,חשבון חוזה לא קיים - מספר לא תקין,נדחה,8
2023/10,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,ייפוי כוח חסר/לא תקין,ייפוי הכוח לא נחתם,נדחה,10
2023/10,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,לא כל מוני החוזה הוגשו,נדחה,3
2023/10,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,78
2023/10,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים בעל קריאה מרחוק לא תקינה,נדחה,1
2023/10,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים תחת החוזה אינו בעל יכולת רישום רציף,נדחה,23
2023/10,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות תקשורת במונה,לפחות לאחד המונים אין יכולות קריאה מרחוק - יש להפנות את הלקוח למוקד 103 לצורך התקנה,נדחה,6
2023/10,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,מספר זיהוי הלקוח אינו משויך אל חשבון החוזה,נדחה,4
2023/10,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,נדחה בשל אי מענה ממשקים,נדחה,1
2023/10,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,תאריך מבוקש לניוד לא תקין,נדחה,3
2023/10,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,"בוטל ידנית ע""י המספק",נדחה,8
2023/10,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,החלפת לקוחות או סיום חוזה,נדחה,7
2023/10,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות במילוי בקשת הניוד,המונה שהוגש לא קיים תחת החוזה,נדחה,1
2023/10,מספקים וירטואליים,תחרות באספקה,ביתי,ייפוי כוח חסר/לא תקין,ייפוי הכוח לא נחתם,נדחה,722
2023/10,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות במילוי בקשת הניוד,לא כל מוני החוזה הוגשו,נדחה,1
2023/10,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,331
2023/10,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות תקשורת במונה,לפחות אחד המונים בעל קריאה מרחוק לא תקינה,נדחה,4
2023/10,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות תקשורת במונה,לפחות אחד המונים תחת החוזה אינו בעל יכולת רישום רציף,נדחה,31
2023/10,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות תקשורת במונה,לפחות לאחד המונים אין יכולות קריאה מרחוק - יש להפנות את הלקוח למוקד 103 לצורך התקנה,נדחה,2
2023/10,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות במילוי בקשת הניוד,מספר זיהוי הלקוח אינו משויך אל חשבון החוזה,נדחה,25
2023/10,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,נחתם ייפוי כוח מאוחר יותר למספק אחר,נדחה,10
2023/10,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,אי תאימות במונים שהוגשו,נדחה,4
2023/10,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,"בוטל ידנית ע""י המספק",נדחה,5
2023/10,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,החוזה לא פעיל - יש לקבל מהצרכן חוזה חדש,נדחה,16
2023/10,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,המונה שהוגש לא קיים תחת החוזה,נדחה,16
2023/10,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,חוזה זה כבר קיים למספק זה,נדחה,122
2023/10,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,חשבון חוזה לא קיים - מספר לא תקין,נדחה,19
2023/10,מספקים וירטואליים,תחרות באספקה,לא ביתי,ייפוי כוח חסר/לא תקין,ייפוי הכוח לא נחתם,נדחה,36
2023/10,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,53
2023/10,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים בעל קריאה מרחוק לא תקינה,נדחה,1
2023/10,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים תחת החוזה אינו בעל יכולת רישום רציף,נדחה,25
2023/10,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,מספר זיהוי הלקוח אינו משויך אל חשבון החוזה,נדחה,7
2023/10,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,נדחה בשל אי מענה ממשקים,נדחה,8
2023/11,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,503
2023/11,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,180
2023/11,מספקים וירטואליים,תחרות באספקה,ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,1838
2023/11,מספקים וירטואליים,תחרות באספקה,לא ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,126
2023/11,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,"בוטל ידנית ע""י המספק",נדחה,2
2023/11,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,ייפוי כוח חסר/לא תקין,ייפוי הכוח לא נחתם,נדחה,63
2023/11,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות במילוי בקשת הניוד,לא כל מוני החוזה הוגשו,נדחה,2
2023/11,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,56
2023/11,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות תקשורת במונה,לפחות אחד המונים בעל קריאה מרחוק לא תקינה,נדחה,2
2023/11,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות תקשורת במונה,לפחות אחד המונים תחת החוזה אינו בעל יכולת רישום רציף,נדחה,5
2023/11,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות במילוי בקשת הניוד,מספר זיהוי הלקוח אינו משויך אל חשבון החוזה,נדחה,5
2023/11,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,נחתם ייפוי כוח מאוחר יותר למספק אחר,נדחה,5
2023/11,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,אי תאימות במונים שהוגשו,נדחה,19
2023/11,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,"בוטל ידנית ע""י המספק",נדחה,28
2023/11,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,החוזה לא פעיל - יש לקבל מהצרכן חוזה חדש,נדחה,5
2023/11,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,המונה שהוגש לא קיים תחת החוזה,נדחה,35
2023/11,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,חוזה זה כבר קיים למספק זה,נדחה,18
2023/11,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,חשבון חוזה לא קיים - מספר לא תקין,נדחה,5
2023/11,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,ייפוי כוח חסר/לא תקין,ייפוי הכוח לא נחתם,נדחה,10
2023/11,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,לא כל מוני החוזה הוגשו,נדחה,3
2023/11,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,103
2023/11,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים בעל קריאה מרחוק לא תקינה,נדחה,1
2023/11,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים תחת החוזה אינו בעל יכולת רישום רציף,נדחה,45
2023/11,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות תקשורת במונה,לפחות לאחד המונים אין יכולות קריאה מרחוק - יש להפנות את הלקוח למוקד 103 לצורך התקנה,נדחה,6
2023/11,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,מספר זיהוי הלקוח אינו משויך אל חשבון החוזה,נדחה,2
2023/11,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,"בוטל ידנית ע""י המספק",נדחה,6
2023/11,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,החלפת לקוחות או סיום חוזה,נדחה,4
2023/11,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות במילוי בקשת הניוד,המונה שהוגש לא קיים תחת החוזה,נדחה,1
2023/11,מספקים וירטואליים,תחרות באספקה,ביתי,ייפוי כוח חסר/לא תקין,ייפוי הכוח לא נחתם,נדחה,1339
2023/11,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות במילוי בקשת הניוד,לא כל מוני החוזה הוגשו,נדחה,1
2023/11,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,677
2023/11,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות תקשורת במונה,לפחות אחד המונים בעל קריאה מרחוק לא תקינה,נדחה,11
2023/11,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות תקשורת במונה,לפחות אחד המונים תחת החוזה אינו בעל יכולת רישום רציף,נדחה,21
2023/11,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות תקשורת במונה,לפחות לאחד המונים אין יכולות קריאה מרחוק - יש להפנות את הלקוח למוקד 103 לצורך התקנה,נדחה,3
2023/11,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות במילוי בקשת הניוד,מספר זיהוי הלקוח אינו משויך אל חשבון החוזה,נדחה,42
2023/11,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,נדחה בשל אי מענה ממשקים,נדחה,1
2023/11,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,נחתם ייפוי כוח מאוחר יותר למספק אחר,נדחה,8
2023/11,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,אי תאימות במונים שהוגשו,נדחה,7
2023/11,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,"בוטל ידנית ע""י המספק",נדחה,5
2023/11,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,החוזה לא פעיל - יש לקבל מהצרכן חוזה חדש,נדחה,25
2023/11,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,המונה שהוגש לא קיים תחת החוזה,נדחה,44
2023/11,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,חוזה זה כבר קיים למספק זה,נדחה,25
2023/11,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,חשבון חוזה לא קיים - מספר לא תקין,נדחה,23
2023/11,מספקים וירטואליים,תחרות באספקה,לא ביתי,ייפוי כוח חסר/לא תקין,ייפוי הכוח לא נחתם,נדחה,68
2023/11,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,18
2023/11,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים תחת החוזה אינו בעל יכולת רישום רציף,נדחה,2
2023/11,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות תקשורת במונה,לפחות לאחד המונים אין יכולות קריאה מרחוק - יש להפנות את הלקוח למוקד 103 לצורך התקנה,נדחה,1
2023/11,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,מספר זיהוי הלקוח אינו משויך אל חשבון החוזה,נדחה,16
2023/11,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,נדחה בשל אי מענה ממשקים,נדחה,7
2023/11,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,פרטי הזדהות איש קשר לא תקינים,נדחה,1
2023/11,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,תאריך מבוקש לניוד לא תקין,נדחה,1
2023/12,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,3046
2023/12,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,723
2023/12,מספקים וירטואליים,תחרות באספקה,ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,1209
2023/12,מספקים וירטואליים,תחרות באספקה,לא ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,70
2023/12,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,"בוטל ידנית ע""י המספק",נדחה,14
2023/12,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,החלפת לקוחות או סיום חוזה,נדחה,5
2023/12,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,ייפוי כוח חסר/לא תקין,ייפוי הכוח לא נחתם,נדחה,1501
2023/12,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,295
2023/12,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות תקשורת במונה,לפחות אחד המונים בעל קריאה מרחוק לא תקינה,נדחה,5
2023/12,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות תקשורת במונה,לפחות אחד המונים תחת החוזה אינו בעל יכולת רישום רציף,נדחה,7
2023/12,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות תקשורת במונה,לפחות לאחד המונים אין יכולות קריאה מרחוק - יש להפנות את הלקוח למוקד 103 לצורך התקנה,נדחה,2
2023/12,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות במילוי בקשת הניוד,מספר זיהוי הלקוח אינו משויך אל חשבון החוזה,נדחה,25
2023/12,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,נויד למספק ברירת מחדל,נדחה,2
2023/12,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,נחתם ייפוי כוח מאוחר יותר למספק אחר,נדחה,14
2023/12,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,אי תאימות במונים שהוגשו,נדחה,3
2023/12,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,"בוטל ידנית ע""י המספק",נדחה,5
2023/12,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,החוזה לא פעיל - יש לקבל מהצרכן חוזה חדש,נדחה,18
2023/12,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,החלפת לקוחות או סיום חוזה,נדחה,2
2023/12,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,המונה שהוגש לא קיים תחת החוזה,נדחה,42
2023/12,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,חוזה זה כבר קיים למספק זה,נדחה,5
2023/12,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,חשבון חוזה לא קיים - מספר לא תקין,נדחה,71
2023/12,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,ייפוי כוח חסר/לא תקין,ייפוי הכוח לא נחתם,נדחה,64
2023/12,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,לא כל מוני החוזה הוגשו,נדחה,3
2023/12,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,83
2023/12,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים בעל קריאה מרחוק לא תקינה,נדחה,9
2023/12,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים תחת החוזה אינו בעל יכולת רישום רציף,נדחה,13
2023/12,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות תקשורת במונה,לפחות לאחד המונים אין יכולות קריאה מרחוק - יש להפנות את הלקוח למוקד 103 לצורך התקנה,נדחה,2
2023/12,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,מספר זיהוי הלקוח אינו משויך אל חשבון החוזה,נדחה,12
2023/12,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,נדחה בשל אי מענה ממשקים,נדחה,4
2023/12,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,נחתם ייפוי כוח מאוחר יותר למספק אחר,נדחה,1
2023/12,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,תאריך מבוקש לניוד לא תקין,נדחה,1
2023/12,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,"בוטל ידנית ע""י המספק",נדחה,89
2023/12,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,החלפת לקוחות או סיום חוזה,נדחה,1
2023/12,מספקים וירטואליים,תחרות באספקה,ביתי,ייפוי כוח חסר/לא תקין,ייפוי הכוח לא נחתם,נדחה,375
2023/12,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,226
2023/12,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות תקשורת במונה,לפחות אחד המונים בעל קריאה מרחוק לא תקינה,נדחה,7
2023/12,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות תקשורת במונה,לפחות אחד המונים תחת החוזה אינו בעל יכולת רישום רציף,נדחה,21
2023/12,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות תקשורת במונה,לפחות לאחד המונים אין יכולות קריאה מרחוק - יש להפנות את הלקוח למוקד 103 לצורך התקנה,נדחה,1
2023/12,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות במילוי בקשת הניוד,מספר זיהוי הלקוח אינו משויך אל חשבון החוזה,נדחה,16
2023/12,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,נחתם ייפוי כוח מאוחר יותר למספק אחר,נדחה,6
2023/12,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,"בוטל ידנית ע""י המספק",נדחה,1
2023/12,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,החוזה לא פעיל - יש לקבל מהצרכן חוזה חדש,נדחה,17
