מחוז ,מעמד מוניציפלי,מועצה/ עירייה, יישוב,סמל יישוב ,טכנולוגיה,סיווג  של הטכנולוגיה,שם הסדרה,מועד הפעלה מסחרית בפועל ,הספק MW
ירושלים,מועצה מקומית,אבו גוש,אבו גוש,472,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],23/01/2025,0.018
ירושלים,מועצה מקומית,אבו גוש,אבו גוש,472,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],04/08/2025,0.018
ירושלים,מועצה מקומית,אבו גוש,אבו גוש,472,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],09/10/2025,0.018
ירושלים,מועצה מקומית,אבו גוש,אבו גוש,472,פוטוולטאי,דו שימושי,מונה נטו מעל 15 קוא [378],07/08/2019,0.12
ירושלים,מועצה מקומית,אבו גוש,אבו גוש,472,פוטוולטאי,דו שימושי,מכסה שניה מסחרית,31/12/2010,0.055
ירושלים,מועצה מקומית,אבו גוש,אבו גוש,472,פוטוולטאי,דו שימושי,חיבור מתקן עד 630 תעריף 2024 [316],25/11/2025,0.058
הצפון,מועצה מקומית,אבו סנאן,אבו סנאן,473,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],02/11/2023,0.018
הצפון,מועצה מקומית,אבו סנאן,אבו סנאן,473,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],05/12/2023,0.018
הצפון,מועצה מקומית,אבו סנאן,אבו סנאן,473,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],25/02/2024,0.018
הצפון,מועצה מקומית,אבו סנאן,אבו סנאן,473,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],16/04/2024,0.018
הצפון,מועצה מקומית,אבו סנאן,אבו סנאן,473,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],28/07/2024,0.018
הצפון,מועצה מקומית,אבו סנאן,אבו סנאן,473,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],05/09/2024,0.018
הצפון,מועצה מקומית,אבו סנאן,אבו סנאן,473,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],01/02/2025,0.018
הצפון,מועצה מקומית,אבו סנאן,אבו סנאן,473,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],21/04/2025,0.018
הצפון,מועצה מקומית,אבו סנאן,אבו סנאן,473,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],28/07/2025,0.018
הצפון,מועצה מקומית,אבו סנאן,אבו סנאן,473,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],06/10/2025,0.018
הצפון,מועצה מקומית,אבו סנאן,אבו סנאן,473,פוטוולטאי,דו שימושי,חיבור מתקן עד 630 זכאי לתעריף 2024 [317],19/05/2024,0.018
הצפון,מועצה מקומית,אבו סנאן,אבו סנאן,473,פוטוולטאי,דו שימושי,חיבור מתקן עד 630 זכאי לתעריף 2024 [317],19/05/2024,0.018
הצפון,מועצה מקומית,אבו סנאן,אבו סנאן,473,פוטוולטאי,דו שימושי,חיבור מתקן עד 630 זכאי לתעריף 2024 [317],27/08/2024,0.09401
הצפון,מועצה מקומית,אבו סנאן,אבו סנאן,473,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],10/12/2019,0.06
הצפון,מועצה מקומית,אבו סנאן,אבו סנאן,473,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],23/06/2020,0.0828
הצפון,מועצה מקומית,אבו סנאן,אבו סנאן,473,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],05/07/2020,0.0516
הצפון,מועצה מקומית,אבו סנאן,אבו סנאן,473,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],14/06/2021,0.0996
הצפון,מועצה מקומית,אבו סנאן,אבו סנאן,473,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],29/09/2021,0.12
הצפון,מועצה מקומית,אבו סנאן,אבו סנאן,473,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],30/09/2021,0.24
הצפון,מועצה מקומית,אבו סנאן,אבו סנאן,473,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],30/01/2022,0.192
הצפון,מועצה מקומית,אבו סנאן,אבו סנאן,473,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],09/06/2022,0.24
הצפון,מועצה מקומית,אבו סנאן,אבו סנאן,473,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],28/07/2022,0.132
הצפון,מועצה מקומית,אבו סנאן,אבו סנאן,473,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],04/08/2022,0.048
הצפון,מועצה מקומית,אבו סנאן,אבו סנאן,473,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],04/08/2022,0.06
הצפון,מועצה מקומית,אבו סנאן,אבו סנאן,473,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],08/08/2022,0.0972
הצפון,מועצה מקומית,אבו סנאן,אבו סנאן,473,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],17/04/2023,0.018
הצפון,מועצה מקומית,אבו סנאן,אבו סנאן,473,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],20/06/2023,0.018
הצפון,מועצה מקומית,אבו סנאן,אבו סנאן,473,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],20/07/2023,0.018
הדרום,מועצה אזורית,נווה מדבר,אבו קורינאת (יישוב),1342,פוטוולטאי,דו שימושי,מונה נטו מ- 02/04/2013 [942],08/07/2018,0.048
הדרום,מועצה אזורית,נווה מדבר,אבו קורינאת (יישוב),1342,פוטוולטאי,דו שימושי,מונה נטו מ- 02/04/2013 [942],30/07/2018,0.048
הדרום,מועצה אזורית,נווה מדבר,אבו קורינאת (יישוב),1342,פוטוולטאי,דו שימושי,מונה נטו מ- 02/04/2013 [942],30/07/2018,0.048
הדרום,מועצה אזורית,נווה מדבר,אבו קורינאת (יישוב),1342,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],28/01/2024,0.14
הדרום,מועצה אזורית,נווה מדבר,אבו תלול,1375,פוטוולטאי,דו שימושי,חיבור מתקן עד 630 זכאי לתעריף 2024 [317],02/11/2025,0.288
חיפה,מועצה אזורית,זבולון,אבטין,652,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],31/10/2024,0.018
חיפה,מועצה אזורית,זבולון,אבטין,652,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],11/03/2025,0.018
חיפה,מועצה אזורית,זבולון,אבטין,652,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],08/06/2025,0.018
חיפה,מועצה אזורית,זבולון,אבטין,652,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.009
חיפה,מועצה אזורית,זבולון,אבטין,652,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.008
חיפה,מועצה אזורית,זבולון,אבטין,652,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],23/08/2020,0.06
חיפה,מועצה אזורית,זבולון,אבטין,652,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],30/05/2021,0.24
חיפה,מועצה אזורית,זבולון,אבטין,652,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],10/01/2022,0.1656
חיפה,מועצה אזורית,זבולון,אבטין,652,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],20/09/2022,0.24
הצפון,מועצה אזורית,משגב,אבטליון,1275,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],07/08/2024,0.018
הצפון,מועצה אזורית,משגב,אבטליון,1275,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],10/10/2024,0.018
הצפון,מועצה אזורית,משגב,אבטליון,1275,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],01/02/2025,0.0156
הצפון,מועצה אזורית,משגב,אבטליון,1275,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],11/05/2020,0.012
הצפון,מועצה אזורית,משגב,אבטליון,1275,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],22/10/2020,0.018
הצפון,מועצה אזורית,משגב,אבטליון,1275,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],16/12/2020,0.018
הצפון,מועצה אזורית,משגב,אבטליון,1275,פוטוולטאי,דו שימושי,אסדרה תעריפית עד 15 עם מונה ייצור [305],07/03/2019,0.0156
הצפון,מועצה אזורית,משגב,אבטליון,1275,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],26/07/2023,0.06
חיפה,מועצה אזורית,אלונה,אביאל,679,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],27/11/2023,0.018
חיפה,מועצה אזורית,אלונה,אביאל,679,פוטוולטאי,דו שימושי,מונה נטו אחיד מ- 02/04/13 [946],27/06/2018,0.006
חיפה,מועצה אזורית,אלונה,אביאל,679,פוטוולטאי,דו שימושי,מכסה ראשונה,31/12/2009,0.004
חיפה,מועצה אזורית,אלונה,אביאל,679,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],04/05/2020,0.012
חיפה,מועצה אזורית,אלונה,אביאל,679,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],06/07/2020,0.0156
חיפה,מועצה אזורית,אלונה,אביאל,679,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],11/05/2021,0.018
חיפה,מועצה אזורית,אלונה,אביאל,679,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],28/09/2022,0.24
חיפה,מועצה אזורית,אלונה,אביאל,679,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],06/11/2022,0.24
חיפה,מועצה אזורית,אלונה,אביאל,679,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],06/11/2022,0.24
חיפה,מועצה אזורית,אלונה,אביאל,679,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],13/08/2024,0.209
חיפה,מועצה אזורית,אלונה,אביאל,679,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],28/12/2021,0.018
חיפה,מועצה אזורית,אלונה,אביאל,679,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],15/03/2022,0.018
חיפה,מועצה אזורית,אלונה,אביאל,679,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],30/05/2022,0.018
חיפה,מועצה אזורית,אלונה,אביאל,679,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],28/06/2022,0.018
חיפה,מועצה אזורית,אלונה,אביאל,679,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],12/12/2022,0.018
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],07/01/2025,0.018
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],27/05/2025,0.018
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],29/09/2025,0.018
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],30/09/2025,0.018
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],28/10/2025,0.018
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],02/11/2025,0.018
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,מונה נטו השלמה ידנית,01/01/2017,0.06
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,מונה נטו מ- 02/04/2013 [942],13/06/2017,0.03
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,מונה נטו מ- 02/04/2013 [942],26/10/2017,0.042
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,מונה נטו מ- 02/04/2013 [942],15/03/2018,0.0432
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,מונה נטו מ- 02/04/2013 [942],16/04/2018,0.0504
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,מונה נטו מ- 02/04/2013 [942],04/07/2018,0.06
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,מכסה ראשונה,31/12/2009,0.017
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.017
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,מכסה שניה מסחרית,31/12/2010,0.055
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,מכסה שניה מסחרית,31/12/2010,0.055
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,מכסה שניה מסחרית,31/12/2010,0.055
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,מכסה שניה מסחרית,31/12/2010,0.055
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,מכסה שניה מסחרית,31/12/2010,0.055
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,מכסה שניה מסחרית,31/12/2010,0.055
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,מכסה שניה מסחרית,31/12/2010,0.055
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,מכסה שניה מסחרית,31/12/2010,0.055
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,מכסה שניה מסחרית,31/12/2010,0.055
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],17/08/2020,0.018
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,חיבור מתקן עד 630 זכאי לתעריף 2024 [317],22/12/2024,0.07474
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,חיבור מתקן עד 630 זכאי לתעריף 2024 [317],14/01/2025,0.077
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,חיבור מתקן עד 630 זכאי לתעריף 2024 [317],03/02/2025,0.059
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,חיבור מתקן עד 630 זכאי לתעריף 2024 [317],04/06/2025,0.123
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,חיבור מתקן עד 630 זכאי לתעריף 2024 [317],27/07/2025,0.051
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,חיבור מתקן עד 630 זכאי לתעריף 2024 [317],26/08/2025,0.076
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,אסדרה תעריפית עד 15 עם מונה ייצור [305],06/10/2021,0.018
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],06/06/2019,0.06
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],22/07/2019,0.06
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],24/07/2019,0.0336
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],28/07/2019,0.06
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],05/09/2019,0.06
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],10/11/2019,0.06
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],26/11/2019,0.06
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],15/01/2020,0.0336
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],05/04/2020,0.0324
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],05/04/2020,0.0516
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],31/08/2020,0.0516
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],10/09/2020,0.06
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],28/10/2020,0.0828
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],03/02/2021,0.06
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],08/07/2021,0.06
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],30/09/2021,0.0516
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],30/09/2021,0.0516
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],30/09/2021,0.06
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],02/11/2021,0.018
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],14/01/2022,0.06
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],07/02/2022,0.06
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],14/02/2022,0.06
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],16/02/2022,0.0828
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],20/02/2022,0.06
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],08/06/2022,0.066
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],27/12/2022,0.0516
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],19/02/2023,0.096
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],20/06/2022,0.0588
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],27/11/2022,0.12
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],17/01/2023,0.0468
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],22/01/2023,0.0588
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],09/02/2023,0.0588
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],09/02/2023,0.018
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],26/02/2023,0.0588
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],08/03/2023,0.06
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],15/03/2023,0.0588
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],14/05/2023,0.018
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],28/05/2023,0.018
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],15/06/2023,0.036
הצפון,מועצה אזורית,מרום הגליל,אביבים,1115,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],28/09/2023,0.0348
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],30/05/2023,0.012
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],05/03/2024,0.018
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],16/07/2024,0.018
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],05/12/2024,0.018
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],13/05/2025,0.018
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],05/07/2025,0.018
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],31/10/2025,0.018
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מונה נטו אחיד מ- 02/04/13 [946],06/11/2017,0.012
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מונה נטו אחיד מ- 02/04/13 [946],15/07/2019,0.0084
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מונה נטו השלמה ידנית,01/01/2017,0.0552
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מונה נטו השלמה ידנית,01/01/2017,0.0552
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מונה נטו השלמה ידנית,01/01/2017,0.0552
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מונה נטו השלמה ידנית,01/01/2017,0.0552
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מונה נטו מ- 02/04/2013 [942],27/07/2017,0.06
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה חמישית ביתית,31/12/2013,0.017
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה חמישית ביתית,31/12/2013,0.017
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה ראשונה,31/12/2009,0.055
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה ראשונה,31/12/2009,0.055
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה ראשונה,31/12/2009,0.055
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה ראשונה,31/12/2009,0.055
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה ראשונה,31/12/2009,0.055
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה ראשונה,31/12/2009,0.055
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה ראשונה,31/12/2009,0.055
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה ראשונה,31/12/2009,0.055
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה ראשונה,31/12/2009,0.055
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה ראשונה,31/12/2009,0.055
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה ראשונה,31/12/2009,0.046
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה ראשונה,31/12/2009,0.055
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה ראשונה,31/12/2009,0.055
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה ראשונה,31/12/2009,0.055
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה ראשונה,31/12/2009,0.055
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה ראשונה,31/12/2009,0.055
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה ראשונה,31/12/2009,0.01
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה ראשונה,31/12/2009,0.055
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה ראשונה,31/12/2009,0.055
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה ראשונה,31/12/2009,0.055
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה ראשונה ביתית,31/12/2009,0.017
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה ראשונה ביתית,31/12/2009,0.017
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה ראשונה ביתית,31/12/2009,0.011
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה ראשונה ביתית,31/12/2009,0.004
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה ראשונה ביתית,31/12/2009,0.012
