מחוז ,מעמד מוניציפלי,מועצה/ עירייה, יישוב,סמל יישוב ,טכנולוגיה,סיווג  של הטכנולוגיה,שם הסדרה,מועד הפעלה מסחרית בפועל ,הספק MW
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,מונה נטו מ- 02/04/2013 [942],09/07/2018,0.0204
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,מונה נטו מ- 02/04/2013 [942],12/07/2018,0.012
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,מונה נטו מ- 02/04/2013 [942],25/07/2018,0.0156
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,מונה נטו מ- 02/04/2013 [942],20/08/2018,0.0108
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,מונה נטו עד 15 קוא ללא מונה ייצור [370],21/02/2019,0.0084
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,מכסה חמישית ביתית,31/12/2013,0.017
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,מכסה חמישית ביתית,31/12/2013,0.017
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,מכסה ראשונה,31/12/2009,0.006
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,מכסה ראשונה,31/12/2009,0.025
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,מכסה ראשונה,31/12/2009,0.004
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,מכסה ראשונה,31/12/2009,0.004
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,מכסה ראשונה,31/12/2009,0.055
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,מכסה ראשונה,31/12/2009,0.004
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,מכסה ראשונה,31/12/2009,0.002
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,מכסה ראשונה ביתית,31/12/2009,0.004
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,מכסה ראשונה ביתית,31/12/2009,0.017
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,מכסה שלישית ביתית,30/06/2012,0.014
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,מכסה שלישית ביתית,30/06/2012,0.011
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,מכסה שלישית ביתית,30/06/2012,0.004
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.011
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.017
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.017
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.004
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.004
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.004
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.009
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.004
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור פיוי הליך תחרותי גגות מכרז 3 [142],31/10/2023,0.3552
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],25/12/2018,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],10/03/2019,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],22/05/2019,0.0096
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],18/07/2019,0.0084
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],26/09/2019,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],04/11/2019,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],01/12/2019,0.0156
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],01/12/2019,0.012
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],04/12/2019,0.012
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],03/03/2020,0.0156
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],22/04/2020,0.0156
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],09/06/2020,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],17/09/2020,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],10/11/2020,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],10/12/2020,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],14/12/2020,0.0084
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],14/12/2020,0.0156
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],16/12/2020,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],16/12/2020,0.0096
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],16/12/2020,0.0096
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],18/01/2021,0.012
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],19/01/2021,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],20/01/2021,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],04/02/2021,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],08/02/2021,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],09/02/2021,0.0156
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],17/03/2021,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],06/04/2021,0.0084
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],21/06/2021,0.0108
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],04/07/2021,0.012
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],04/07/2021,0.0108
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],12/07/2021,0.0084
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],13/07/2021,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],13/07/2021,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],01/08/2021,0.0108
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],24/08/2021,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],24/08/2021,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],28/12/2021,0.006
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן עד 630 זכאי לתעריף 2024 [317],18/05/2025,0.336
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן עד 630 תעריף 2024 [316],01/08/2025,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,אסדרה תעריפית עד 15 עם מונה ייצור [305],10/04/2019,0.0096
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,אסדרה תעריפית עד 15 עם מונה ייצור [305],05/02/2020,0.0096
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],13/05/2019,0.03
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],08/09/2020,0.0336
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],27/07/2021,0.066
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],13/10/2021,0.0804
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],04/01/2022,0.0696
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],13/02/2022,0.0804
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],17/07/2022,0.0396
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],25/07/2022,0.0396
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],01/08/2022,0.09
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],10/08/2022,0.12
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],01/09/2022,0.12
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],12/10/2022,0.0804
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],30/10/2022,0.18
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],06/12/2022,0.108
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],30/01/2023,0.1092
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],06/03/2023,0.0984
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],12/11/2023,0.24
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,מתקנים עד 15 [310],15/07/2021,0.0108
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,מתקנים עד 15 [310],04/08/2021,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,מתקנים עד 15 [310],31/08/2021,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,מתקנים עד 15 [310],04/10/2021,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,מתקנים עד 15 [310],06/10/2021,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],25/08/2021,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],25/08/2021,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],29/09/2021,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],06/10/2021,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],10/11/2021,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],28/11/2021,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],29/11/2021,0.012
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],26/01/2022,0.0096
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],09/02/2022,0.0108
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],15/03/2022,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],15/03/2022,0.0084
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],07/04/2022,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],07/04/2022,0.0132
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],13/04/2022,0.0084
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],03/05/2022,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],18/05/2022,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],18/05/2022,0.012
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],18/05/2022,0.0108
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],23/05/2022,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],02/06/2022,0.0156
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],02/06/2022,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],02/06/2022,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],09/06/2022,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],14/06/2022,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],14/06/2022,0.0096
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],20/06/2022,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],21/06/2022,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],25/07/2022,0.0108
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],25/07/2022,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],01/08/2022,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],08/08/2022,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],08/08/2022,0.0132
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],12/10/2022,0.0396
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],19/10/2022,0.0132
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],03/01/2023,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],15/01/2023,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],15/01/2023,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],15/01/2023,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],18/01/2023,0.21
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],18/01/2023,0.084
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],02/02/2023,0.0156
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],12/02/2023,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],12/02/2023,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],19/02/2023,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],27/03/2023,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],24/04/2023,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],30/06/2023,0.036
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],30/06/2023,0.036
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],30/06/2023,0.036
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],30/06/2023,0.036
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],30/06/2023,0.03
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],24/07/2023,0.0132
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],03/08/2023,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],06/08/2023,0.03
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],30/08/2023,0.018
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],11/09/2023,0.036
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],17/10/2023,0.12
המרכז,מועצה מקומית,גדרה,גדרה,2550,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],06/12/2023,0.018
הצפון,מועצה אזורית,גולן,"גולן צפוני מ""א 71",1962,אחר,ביוגז,אקו אנרגיה גולן,04/09/2010,2
הצפון,מועצה אזורית,גולן,"גולן צפוני מ""א 71",1962,אחר,ביוגז,אקו אנרגיה גולן,08/01/2018,1.25
הצפון,מועצה אזורית,גולן,"גולן צפוני מ""א 71",1962,פוטוולטאי,דו שימושי,מונה נטו השלמה ידנית,01/01/2017,0.378
הצפון,מועצה אזורית,גולן,"גולן צפוני מ""א 71",1962,פוטוולטאי,דו שימושי,מונה נטו השלמה ידנית,01/01/2017,0.378
הצפון,מועצה אזורית,גולן,"גולן צפוני מ""א 71",1962,פוטוולטאי,דו שימושי,מונה נטו מ- 02/04/2013 [942],04/07/2018,0.4056
הצפון,מועצה אזורית,גולן,"גולן צפוני מ""א 71",1962,פוטוולטאי,דו שימושי,מונה נטו מ- 02/04/2013 [942],06/10/2019,0.756
הצפון,מועצה אזורית,גולן,"גולן צפוני מ""א 71",1962,פוטוולטאי,דו שימושי,מכסה שביעית מסחרית,31/12/2015,0.055
הצפון,מועצה אזורית,גולן,"גולן צפוני מ""א 71",1962,פוטוולטאי,דו שימושי,חיבור פיוי הליך תחרותי גגות מכרז 1 [140],28/12/2021,9.5568
הצפון,מועצה אזורית,גולן,"גולן צפוני מ""א 71",1962,פוטוולטאי,דו שימושי,חיבור מתקן עד 630 זכאי לתעריף 2024 [317],03/04/2025,0.15
הצפון,מועצה אזורית,גולן,"גולן צפוני מ""א 71",1962,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],07/06/2020,0.12
הצפון,מועצה אזורית,גולן,"גולן צפוני מ""א 71",1962,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],03/02/2021,0.12
הצפון,מועצה אזורית,גולן,"גולן צפוני מ""א 71",1962,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],02/08/2021,0.12
הצפון,מועצה אזורית,גולן,"גולן צפוני מ""א 71",1962,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],22/11/2021,0.0804
הצפון,מועצה אזורית,גולן,"גולן צפוני מ""א 71",1962,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],15/12/2021,0.156
הצפון,מועצה אזורית,גולן,"גולן צפוני מ""א 71",1962,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],16/02/2022,0.0432
הצפון,מועצה אזורית,גולן,"גולן צפוני מ""א 71",1962,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],17/02/2022,0.03
הצפון,מועצה אזורית,גולן,"גולן צפוני מ""א 71",1962,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],01/08/2022,0.024
הצפון,מועצה אזורית,גולן,"גולן צפוני מ""א 71",1962,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],08/03/2023,0.12
הצפון,מועצה אזורית,גולן,"גולן צפוני מ""א 71",1962,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],08/03/2023,0.12
הצפון,מועצה אזורית,גולן,"גולן צפוני מ""א 71",1962,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],08/03/2023,0.0804
הצפון,מועצה אזורית,גולן,"גולן צפוני מ""א 71",1962,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],08/03/2023,0.0396
הצפון,מועצה מקומית,ג'ולס,ג'ולס,485,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],21/03/2023,0.0108
הצפון,מועצה מקומית,ג'ולס,ג'ולס,485,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],08/10/2023,0.018
הצפון,מועצה מקומית,ג'ולס,ג'ולס,485,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],17/10/2023,0.018
הצפון,מועצה מקומית,ג'ולס,ג'ולס,485,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],25/10/2023,0.018
הצפון,מועצה מקומית,ג'ולס,ג'ולס,485,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],05/11/2023,0.018
הצפון,מועצה מקומית,ג'ולס,ג'ולס,485,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],05/11/2023,0.018
הצפון,מועצה מקומית,ג'ולס,ג'ולס,485,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],05/11/2023,0.018
הצפון,מועצה מקומית,ג'ולס,ג'ולס,485,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],05/11/2023,0.018
הצפון,מועצה מקומית,ג'ולס,ג'ולס,485,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],05/11/2023,0.018
הצפון,מועצה מקומית,ג'ולס,ג'ולס,485,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],04/12/2023,0.018
